state,city,last_updated_day,PM10,PM2,NO2,NH3,SO2,CO,OZONE,AQI
West Bengal,Kolkata,2018-02-07,108.3,269.5,45.7,43.4,48.7,2.06,124.5,201.2
Delhi,Delhi,2018-02-07,200.1,364.8,106.9,39.7,32.6,0.94,9.9,295.5
Delhi,Delhi,2018-02-08,549.5,182.8,65.3,41.1,35.8,3.03,10.8,299.1
West Bengal,Kolkata,2018-02-08,358.1,199.1,58.3,5.6,70.5,9.76,192.9,482.0
Karnataka,Bangalore,2018-02-08,41.4,9.7,110.5,41.2,26.4,4.26,195.0,427.3
Delhi,Delhi,2018-02-09,338.1,320.9,102.7,36.0,3.4,3.88,23.4,419.8
West Bengal,Kolkata,2018-02-09,55.5,430.6,61.6,9.9,19.0,7.92,135.4,479.7
Karnataka,Bangalore,2018-02-09,140.6,176.5,54.9,36.7,68.1,2.86,139.6,283.7
West Bengal,Kolkata,2018-02-10,519.6,97.5,122.6,39.9,26.9,0.77,161.2,366.0
Karnataka,Bangalore,2018-02-10,479.6,13.5,76.8,17.8,13.4,1.95,162.8,296.1
Delhi,Delhi,2018-02-10,354.1,213.1,131.2,28.9,98.1,7.71,120.8,113.4
Delhi,Delhi,2018-02-11,383.3,329.9,121.5,5.2,64.5,9.68,51.1,249.5
West Bengal,Kolkata,2018-02-11,40.9,137.5,148.2,6.4,45.3,1.0,0.3,100.3
Karnataka,Bangalore,2018-02-11,212.6,159.3,143.8,16.1,68.0,4.86,176.5,269.0
Delhi,Delhi,2018-02-12,298.6,192.0,138.8,26.1,59.3,6.44,149.2,405.6
West Bengal,Kolkata,2018-02-12,489.9,69.5,87.2,26.0,84.3,6.19,41.0,383.5
Karnataka,Bangalore,2018-02-12,211.4,125.4,124.7,7.7,61.8,5.7,190.0,48.9
Karnataka,Bangalore,2018-02-13,326.1,425.7,51.3,30.7,39.3,6.75,193.8,16.7
Delhi,Delhi,2018-02-13,310.6,188.3,93.7,9.0,14.4,7.69,70.9,221.3
West Bengal,Kolkata,2018-02-13,512.3,14.0,87.4,24.7,93.5,8.73,144.5,147.5
West Bengal,Kolkata,2018-02-14,35.3,394.7,75.2,49.9,82.9,3.71,190.5,436.8
Karnataka,Bangalore,2018-02-14,124.6,171.2,57.4,49.0,81.0,8.82,120.2,261.3
Delhi,Delhi,2018-02-14,331.5,348.5,64.3,35.3,16.7,2.22,109.8,377.2
Karnataka,Bangalore,2018-02-15,400.9,184.4,25.0,34.4,71.9,4.81,93.6,456.0
West Bengal,Kolkata,2018-02-15,191.7,53.0,102.8,16.8,54.4,4.29,49.4,491.2
Delhi,Delhi,2018-02-15,569.0,417.0,96.5,8.0,73.4,4.68,69.9,126.2
Delhi,Delhi,2018-02-16,532.3,303.2,96.0,46.0,86.6,1.43,176.4,344.2
West Bengal,Kolkata,2018-02-16,43.3,133.0,108.5,2.2,2.5,4.54,166.6,167.4
Karnataka,Bangalore,2018-02-16,240.2,245.4,94.3,37.1,55.9,2.01,88.9,4.4
Delhi,Delhi,2018-02-17,328.7,65.2,146.6,43.2,65.5,7.71,55.4,378.4
West Bengal,Kolkata,2018-02-17,159.1,309.5,94.6,5.2,80.6,0.88,169.5,191.6
Karnataka,Bangalore,2018-02-17,247.9,319.1,77.4,43.5,88.4,5.93,88.1,183.4
West Bengal,Kolkata,2018-02-18,67.5,219.4,99.9,25.6,51.8,7.25,82.0,135.2
Karnataka,Bangalore,2018-02-18,140.5,243.3,106.9,47.0,11.0,3.45,83.7,203.3
Delhi,Delhi,2018-02-18,39.8,53.5,38.3,35.6,67.6,8.98,195.3,398.0
Delhi,Delhi,2018-02-19,560.3,437.1,115.0,22.7,47.8,3.78,130.6,10.0
West Bengal,Kolkata,2018-02-19,11.0,176.8,62.1,9.8,61.8,6.66,43.9,208.9
Karnataka,Bangalore,2018-02-19,372.6,404.1,95.3,33.6,36.0,6.88,15.2,38.4
Delhi,Delhi,2018-02-20,365.0,319.7,93.6,28.1,44.6,2.58,20.5,200.3
West Bengal,Kolkata,2018-02-20,327.8,479.0,43.3,7.0,42.1,1.9,158.1,92.5
Karnataka,Bangalore,2018-02-20,353.1,259.2,141.4,30.7,3.3,0.27,95.4,88.6
Karnataka,Bangalore,2018-02-21,339.5,285.0,9.5,3.1,44.0,3.22,184.8,112.7
Delhi,Delhi,2018-02-21,284.0,226.2,141.1,46.5,5.1,4.74,8.3,69.0
West Bengal,Kolkata,2018-02-21,580.2,70.7,20.0,17.1,75.1,9.26,15.1,477.5
Karnataka,Bangalore,2018-02-22,71.6,268.2,75.1,13.1,84.1,9.38,13.4,414.5
West Bengal,Kolkata,2018-02-22,467.9,166.6,47.3,41.2,19.7,0.21,59.6,446.2
Delhi,Delhi,2018-02-22,525.1,178.4,121.5,38.6,11.4,8.09,190.2,323.9
Delhi,Delhi,2018-02-23,129.9,259.3,1.0,36.1,3.3,5.3,151.6,478.7
West Bengal,Kolkata,2018-02-23,575.1,345.3,144.4,31.2,40.4,7.84,182.1,385.4
Karnataka,Bangalore,2018-02-23,115.3,262.3,81.6,0.5,45.7,7.13,108.4,47.1
Delhi,Delhi,2018-02-24,366.3,367.5,108.4,5.2,93.0,3.03,71.3,48.9
West Bengal,Kolkata,2018-02-24,410.0,409.2,45.4,42.0,92.4,1.96,10.6,203.0
Karnataka,Bangalore,2018-02-24,155.1,180.1,118.9,49.3,97.7,6.34,184.2,413.6
West Bengal,Kolkata,2018-02-25,155.4,5.3,30.1,18.4,20.1,4.93,174.2,205.3
Karnataka,Bangalore,2018-02-25,38.6,350.6,102.1,28.2,35.7,2.42,31.5,181.1
Delhi,Delhi,2018-02-25,539.8,20.3,129.9,11.4,73.5,3.66,60.3,180.5
Delhi,Delhi,2018-02-26,506.2,351.4,67.4,25.7,71.7,1.48,111.3,360.6
West Bengal,Kolkata,2018-02-26,531.6,303.5,87.8,10.9,59.2,2.98,85.8,377.2
Karnataka,Bangalore,2018-02-26,294.6,229.1,39.4,46.4,29.6,1.43,28.5,345.0
Delhi,Delhi,2018-02-27,378.1,19.2,54.4,35.9,87.0,4.08,16.7,120.2
West Bengal,Kolkata,2018-02-27,503.5,80.2,48.6,33.6,69.0,7.13,128.1,405.2
Karnataka,Bangalore,2018-02-27,135.5,232.9,107.6,20.2,66.2,8.45,126.4,234.1
Karnataka,Bangalore,2018-02-28,41.6,295.1,129.2,22.8,29.2,3.68,34.5,185.3
Delhi,Delhi,2018-02-28,108.5,299.6,141.0,47.0,50.9,2.87,175.8,425.9
West Bengal,Kolkata,2018-02-28,343.9,59.1,64.6,9.7,0.8,6.44,149.9,52.3
Karnataka,Bangalore,2018-03-01,395.0,470.2,8.1,6.9,75.1,5.41,48.8,488.3
West Bengal,Kolkata,2018-03-01,314.7,375.6,109.8,14.3,39.4,8.53,19.9,48.0
Delhi,Delhi,2018-03-01,90.5,421.4,80.6,37.3,48.4,7.78,62.7,340.4
Delhi,Delhi,2018-03-02,304.5,450.5,16.9,32.5,74.2,2.49,145.3,394.0
West Bengal,Kolkata,2018-03-02,435.8,350.7,0.8,7.3,31.7,8.88,115.4,161.0
Karnataka,Bangalore,2018-03-02,257.7,303.1,11.8,21.9,63.6,9.47,49.3,82.1
Delhi,Delhi,2018-03-03,495.8,295.8,37.1,0.6,81.6,0.44,17.2,92.9
West Bengal,Kolkata,2018-03-03,133.8,182.1,110.8,47.8,82.0,2.66,60.6,479.4
Karnataka,Bangalore,2018-03-03,295.5,173.2,20.0,23.5,6.0,8.83,159.3,253.4
West Bengal,Kolkata,2018-03-04,56.2,41.2,13.9,29.7,21.7,3.62,177.3,84.9
Karnataka,Bangalore,2018-03-04,55.6,382.7,123.6,11.9,74.3,5.24,138.7,11.5
Delhi,Delhi,2018-03-04,391.1,370.6,116.0,43.1,97.0,2.95,129.6,90.6
Delhi,Delhi,2018-03-05,87.9,17.3,129.5,9.8,99.9,0.07,32.6,177.4
West Bengal,Kolkata,2018-03-05,283.4,347.0,63.1,19.2,83.7,5.4,171.1,302.5
Karnataka,Bangalore,2018-03-05,253.5,341.3,13.7,16.8,98.9,8.95,74.2,8.1
Delhi,Delhi,2018-03-06,501.4,132.8,133.2,46.0,94.3,9.62,57.7,60.1
West Bengal,Kolkata,2018-03-06,250.2,416.1,4.7,41.8,90.7,6.1,65.8,58.5
Karnataka,Bangalore,2018-03-06,342.0,359.1,84.9,47.5,51.4,1.32,48.5,186.8
Karnataka,Bangalore,2018-03-07,463.1,8.6,19.1,7.1,95.7,3.54,178.8,229.6
Delhi,Delhi,2018-03-07,210.0,330.8,10.7,19.6,87.0,6.73,161.1,41.8
West Bengal,Kolkata,2018-03-07,232.8,96.9,12.7,17.5,25.3,9.21,161.4,108.7
Karnataka,Bangalore,2018-03-08,386.0,369.6,8.5,30.5,39.8,9.95,77.4,122.4
West Bengal,Kolkata,2018-03-08,219.8,143.1,121.7,36.8,35.9,7.09,148.5,150.8
Delhi,Delhi,2018-03-08,156.1,377.7,146.1,37.6,49.2,7.38,7.1,386.6
Delhi,Delhi,2018-03-09,551.6,337.9,53.1,29.3,58.8,9.18,73.6,368.5
West Bengal,Kolkata,2018-03-09,436.2,64.6,63.0,7.5,44.3,8.16,105.4,483.5
Karnataka,Bangalore,2018-03-09,290.1,99.0,60.9,25.0,34.4,9.49,109.7,27.6
Delhi,Delhi,2018-03-10,531.9,27.7,27.7,46.8,56.7,2.71,63.0,83.6
West Bengal,Kolkata,2018-03-10,552.5,392.9,67.9,25.1,97.8,9.99,141.2,421.2
Karnataka,Bangalore,2018-03-10,274.9,374.2,52.3,13.4,81.3,0.67,197.3,174.1
West Bengal,Kolkata,2018-03-11,524.1,296.1,40.8,31.3,29.9,8.24,70.5,288.6
Karnataka,Bangalore,2018-03-11,159.7,129.1,106.4,11.8,47.7,0.58,54.9,86.8
Delhi,Delhi,2018-03-11,249.4,40.9,121.4,2.4,16.0,4.39,130.2,11.7
Delhi,Delhi,2018-03-12,104.1,362.1,134.8,8.5,20.5,4.06,106.1,7.0
West Bengal,Kolkata,2018-03-12,224.4,255.0,1.4,41.5,38.6,6.26,14.3,174.6
Karnataka,Bangalore,2018-03-12,569.5,273.1,86.6,0.1,52.9,1.42,138.4,227.6
Delhi,Delhi,2018-03-13,82.7,486.1,96.4,13.8,22.7,1.17,117.2,278.6
West Bengal,Kolkata,2018-03-13,189.6,59.2,143.0,30.6,86.4,8.1,190.8,496.6
Karnataka,Bangalore,2018-03-13,148.5,337.0,86.2,31.4,64.3,6.5,181.5,380.7
Karnataka,Bangalore,2018-03-14,36.7,154.1,3.2,44.4,6.9,0.23,12.4,349.5
Delhi,Delhi,2018-03-14,179.2,74.5,94.4,21.6,28.8,0.63,91.1,220.1
West Bengal,Kolkata,2018-03-14,15.4,25.9,68.2,38.9,6.8,2.25,175.6,263.7
West Bengal,Kolkata,2018-03-15,511.8,432.3,49.7,7.5,86.2,4.78,186.0,312.7
Karnataka,Bangalore,2018-03-15,292.8,129.4,38.1,28.8,11.8,8.36,116.2,325.1
Delhi,Delhi,2018-03-15,309.1,342.2,92.0,5.5,54.5,7.74,151.1,233.6
Delhi,Delhi,2018-03-16,479.9,185.4,99.5,22.6,30.4,8.46,78.7,174.7
West Bengal,Kolkata,2018-03-16,346.0,287.6,10.1,33.7,73.2,5.06,168.7,244.7
Karnataka,Bangalore,2018-03-16,537.0,254.1,27.4,8.4,4.3,0.24,48.4,408.3
Delhi,Delhi,2018-03-17,309.6,83.6,32.8,21.1,25.5,4.99,45.7,198.6
West Bengal,Kolkata,2018-03-17,383.0,314.5,40.8,34.9,25.6,9.21,129.5,463.6
Karnataka,Bangalore,2018-03-17,323.6,456.0,27.4,29.2,43.9,9.3,87.6,242.3
West Bengal,Kolkata,2018-03-18,86.9,202.2,49.3,38.4,62.7,3.75,166.3,365.8
Karnataka,Bangalore,2018-03-18,32.6,63.9,87.5,26.7,83.1,8.68,89.2,157.0
Delhi,Delhi,2018-03-18,213.0,458.0,96.3,36.3,76.3,7.81,57.1,37.9
Delhi,Delhi,2018-03-19,183.3,145.2,6.1,34.6,93.7,2.12,163.7,2.1
West Bengal,Kolkata,2018-03-19,22.3,80.6,105.6,4.1,24.6,8.11,45.6,81.9
Karnataka,Bangalore,2018-03-19,142.3,341.5,45.3,22.6,46.1,1.73,47.4,13.9
Delhi,Delhi,2018-03-20,314.3,443.7,122.7,45.9,29.1,1.68,20.6,297.3
West Bengal,Kolkata,2018-03-20,110.2,245.2,134.4,13.5,3.8,1.4,182.2,10.5
Karnataka,Bangalore,2018-03-20,398.3,221.6,81.0,33.4,38.6,5.1,155.6,251.7
Karnataka,Bangalore,2018-03-21,146.9,334.3,83.7,26.4,46.5,2.15,73.9,364.9
Delhi,Delhi,2018-03-21,544.7,357.0,149.0,42.5,32.2,5.74,96.5,304.0
West Bengal,Kolkata,2018-03-21,539.9,474.0,74.7,3.0,1.1,9.58,130.1,140.0
Karnataka,Bangalore,2018-03-22,199.9,127.9,20.8,48.0,68.6,8.91,118.2,379.0
West Bengal,Kolkata,2018-03-22,69.4,400.2,13.7,14.6,41.2,5.14,25.8,323.8
Delhi,Delhi,2018-03-22,129.5,380.4,107.0,25.2,89.3,8.1,22.6,259.8
Delhi,Delhi,2018-03-23,475.8,40.7,122.7,11.4,5.8,6.05,191.4,414.4
West Bengal,Kolkata,2018-03-23,5.9,483.3,105.0,45.1,42.4,8.02,110.4,269.1
Karnataka,Bangalore,2018-03-23,124.5,342.7,115.8,44.9,97.6,2.41,62.4,170.0
Delhi,Delhi,2018-03-24,579.1,242.3,117.5,46.5,37.9,4.69,110.4,175.6
West Bengal,Kolkata,2018-03-24,238.7,431.9,127.2,36.3,34.0,9.54,166.8,58.3
Karnataka,Bangalore,2018-03-24,525.3,108.8,22.1,7.5,34.4,6.88,163.6,496.8
West Bengal,Kolkata,2018-03-25,593.7,3.0,35.4,0.6,42.9,5.96,27.2,218.3
Karnataka,Bangalore,2018-03-25,341.0,496.4,9.3,12.0,66.8,7.38,95.1,338.0
Delhi,Delhi,2018-03-25,347.3,75.2,10.3,33.4,51.8,3.9,93.2,186.0
Delhi,Delhi,2018-03-26,338.4,365.5,124.8,7.5,71.9,5.6,146.1,342.8
West Bengal,Kolkata,2018-03-26,137.0,85.5,42.2,25.9,0.1,3.13,94.2,349.1
Karnataka,Bangalore,2018-03-26,7.4,127.6,49.8,26.3,81.3,7.24,142.1,324.5
Delhi,Delhi,2018-03-27,28.6,373.0,66.3,10.5,54.3,3.88,186.4,130.4
West Bengal,Kolkata,2018-03-27,351.5,24.3,84.7,28.6,30.4,3.32,187.4,449.6
Karnataka,Bangalore,2018-03-27,420.5,209.9,109.4,26.3,40.7,0.52,1.5,394.4
Karnataka,Bangalore,2018-03-28,350.3,492.2,27.2,22.3,32.0,6.2,183.3,470.0
Delhi,Delhi,2018-03-28,80.1,256.5,119.7,47.1,78.9,5.18,81.3,30.1
West Bengal,Kolkata,2018-03-28,315.3,22.9,97.4,33.3,32.8,1.4,22.5,148.2
Karnataka,Bangalore,2018-03-29,55.1,142.4,95.6,4.6,70.9,5.05,122.0,262.2
West Bengal,Kolkata,2018-03-29,529.0,132.2,136.8,19.6,67.7,6.73,127.4,208.7
Delhi,Delhi,2018-03-29,9.2,45.5,99.0,43.7,25.5,5.84,88.4,373.3
Delhi,Delhi,2018-03-30,79.7,487.7,10.4,36.6,22.0,5.05,97.6,184.3
West Bengal,Kolkata,2018-03-30,407.4,317.9,146.6,29.9,60.6,8.44,9.4,478.0
Karnataka,Bangalore,2018-03-30,135.4,71.3,91.5,24.3,46.0,4.83,151.5,381.4
Delhi,Delhi,2018-03-31,331.5,175.9,124.0,35.5,37.0,1.64,137.2,392.2
West Bengal,Kolkata,2018-03-31,443.1,278.8,81.8,4.3,79.2,9.9,25.7,474.3
Karnataka,Bangalore,2018-03-31,543.7,93.8,78.8,12.5,60.4,1.94,152.2,273.5
West Bengal,Kolkata,2018-04-01,8.2,187.1,34.3,14.8,7.9,2.38,175.9,258.9
Karnataka,Bangalore,2018-04-01,590.6,222.9,131.1,17.5,92.0,8.05,57.1,127.6
Delhi,Delhi,2018-04-01,285.8,8.0,143.9,40.5,30.6,6.62,14.6,231.5
Delhi,Delhi,2018-04-02,18.1,315.2,6.1,42.9,12.2,0.1,85.1,317.3
West Bengal,Kolkata,2018-04-02,310.8,51.5,3.9,16.9,98.4,8.34,61.4,27.9
Karnataka,Bangalore,2018-04-02,20.7,157.7,91.3,45.7,94.9,8.01,0.0,247.8
Delhi,Delhi,2018-04-03,43.2,194.3,67.0,31.6,97.2,2.3,195.0,233.8
West Bengal,Kolkata,2018-04-03,207.4,47.2,136.6,40.0,31.4,6.67,124.1,243.0
Karnataka,Bangalore,2018-04-03,243.0,85.3,106.7,34.6,93.2,4.46,29.5,308.9
Karnataka,Bangalore,2018-04-04,186.2,469.7,85.9,32.0,0.5,1.56,172.8,69.9
Delhi,Delhi,2018-04-04,571.0,387.8,119.5,42.2,78.0,4.38,76.1,306.1
West Bengal,Kolkata,2018-04-04,399.2,345.0,40.5,2.4,35.5,5.16,188.5,78.5
Karnataka,Bangalore,2018-04-05,378.4,160.7,78.2,6.9,55.4,9.24,86.9,77.2
West Bengal,Kolkata,2018-04-05,104.5,2.4,15.4,46.2,63.5,8.42,62.6,291.2
Delhi,Delhi,2018-04-05,15.0,387.3,30.0,12.1,52.3,1.51,185.5,30.4
Delhi,Delhi,2018-04-06,579.1,10.8,76.2,6.6,95.8,4.46,178.7,460.9
West Bengal,Kolkata,2018-04-06,317.5,364.7,129.9,8.8,59.3,8.46,181.9,423.3
Karnataka,Bangalore,2018-04-06,470.0,254.6,90.8,28.4,4.6,5.37,191.2,327.5
Delhi,Delhi,2018-04-07,170.9,360.7,1.6,49.9,36.3,8.97,158.6,39.4
West Bengal,Kolkata,2018-04-07,492.6,348.1,36.4,29.2,85.3,3.98,198.2,39.9
Karnataka,Bangalore,2018-04-07,455.3,452.9,112.0,45.9,44.4,9.36,86.7,56.2
West Bengal,Kolkata,2018-04-08,510.4,258.7,90.1,4.1,24.7,7.02,13.2,156.9
Karnataka,Bangalore,2018-04-08,329.8,285.9,100.3,38.3,93.0,4.34,166.8,496.1
Delhi,Delhi,2018-04-08,236.2,186.8,79.8,34.4,87.7,8.21,24.3,247.3
Delhi,Delhi,2018-04-09,227.0,275.8,11.5,41.0,77.5,2.51,132.6,73.7
West Bengal,Kolkata,2018-04-09,179.3,278.6,14.1,11.7,69.3,2.86,83.2,321.0
Karnataka,Bangalore,2018-04-09,308.8,238.0,140.2,24.4,54.8,6.18,94.2,442.2
Delhi,Delhi,2018-04-10,242.3,100.4,131.9,23.7,15.1,5.31,10.7,298.1
West Bengal,Kolkata,2018-04-10,497.1,271.7,137.7,23.8,81.4,9.05,62.4,216.3
Karnataka,Bangalore,2018-04-10,340.1,151.6,77.1,18.0,87.0,4.47,34.9,231.4
Karnataka,Bangalore,2018-04-11,356.5,187.3,8.8,11.8,22.5,2.71,111.7,16.9
Delhi,Delhi,2018-04-11,211.2,338.4,63.1,17.5,36.8,9.63,173.6,233.0
West Bengal,Kolkata,2018-04-11,263.1,2.5,19.5,23.1,31.0,8.02,35.4,294.8
West Bengal,Kolkata,2018-04-12,181.5,140.2,71.2,4.0,34.9,0.8,110.4,392.5
Karnataka,Bangalore,2018-04-12,184.9,221.7,38.6,41.5,72.9,1.76,91.5,5.4
Delhi,Delhi,2018-04-12,183.6,95.6,125.7,26.9,67.6,4.84,186.2,305.4
Karnataka,Bangalore,2018-04-13,228.2,267.0,91.5,42.5,41.3,5.66,176.8,407.2
West Bengal,Kolkata,2018-04-13,419.4,439.0,37.4,16.3,58.7,6.46,61.6,89.9
Delhi,Delhi,2018-04-13,436.4,289.1,97.9,42.3,62.1,1.06,156.0,282.2
Delhi,Delhi,2018-04-14,323.6,477.1,24.3,38.1,42.0,4.72,9.9,384.6
West Bengal,Kolkata,2018-04-14,265.8,312.0,27.8,30.5,64.2,7.46,123.9,428.7
Karnataka,Bangalore,2018-04-14,321.0,498.1,53.2,37.0,10.8,7.39,156.3,251.1
Delhi,Delhi,2018-04-15,507.7,55.4,144.9,28.0,89.0,1.8,10.4,102.9
West Bengal,Kolkata,2018-04-15,331.8,243.8,108.4,9.9,87.5,4.84,74.0,136.0
Karnataka,Bangalore,2018-04-15,557.5,310.3,108.7,2.9,73.2,5.39,153.5,330.5
West Bengal,Kolkata,2018-04-16,358.1,287.3,54.1,40.9,65.7,1.21,181.8,383.1
Karnataka,Bangalore,2018-04-16,571.6,39.8,79.2,5.8,46.1,2.0,119.5,440.3
Delhi,Delhi,2018-04-16,510.8,220.6,34.9,15.4,15.6,6.39,96.2,166.5
Delhi,Delhi,2018-04-17,67.0,119.8,71.2,24.6,84.6,9.09,127.4,455.5
West Bengal,Kolkata,2018-04-17,104.5,169.3,31.8,48.8,23.6,3.79,154.8,56.6
Karnataka,Bangalore,2018-04-17,386.4,82.1,81.2,48.7,71.1,8.62,0.1,496.6
Delhi,Delhi,2018-04-18,266.1,134.8,142.6,15.9,33.1,8.73,94.8,284.5
West Bengal,Kolkata,2018-04-18,72.5,438.8,30.3,49.4,41.6,1.36,44.5,316.4
Karnataka,Bangalore,2018-04-18,2.7,479.6,82.0,48.8,76.6,3.23,52.4,80.4
Karnataka,Bangalore,2018-04-19,383.9,159.8,147.1,34.8,81.7,8.64,131.7,416.2
Delhi,Delhi,2018-04-19,256.5,165.5,92.9,42.3,58.2,6.36,175.0,277.8
West Bengal,Kolkata,2018-04-19,511.9,485.1,13.5,14.2,13.9,1.77,103.7,102.1
Karnataka,Bangalore,2018-04-20,108.2,89.6,126.9,9.5,86.0,4.77,101.3,201.0
West Bengal,Kolkata,2018-04-20,187.0,84.0,60.6,42.8,37.8,9.21,143.6,393.0
Delhi,Delhi,2018-04-20,270.8,478.2,61.9,3.9,40.6,1.89,105.3,365.6
Delhi,Delhi,2018-04-21,204.3,111.3,18.7,12.9,55.7,8.6,13.6,364.4
West Bengal,Kolkata,2018-04-21,589.9,492.4,10.1,32.9,19.1,9.55,167.8,270.5
Karnataka,Bangalore,2018-04-21,429.0,190.8,85.7,42.2,94.4,8.76,141.7,285.6
Delhi,Delhi,2018-04-22,246.4,63.7,98.5,18.8,39.1,1.56,103.7,360.2
West Bengal,Kolkata,2018-04-22,163.5,399.0,21.3,42.1,5.0,3.65,69.0,402.4
Karnataka,Bangalore,2018-04-22,484.9,388.2,83.3,30.4,2.4,8.85,180.4,230.4
West Bengal,Kolkata,2018-04-23,565.6,242.2,147.2,5.3,95.8,8.01,60.3,128.5
Karnataka,Bangalore,2018-04-23,380.4,321.6,141.7,40.3,59.4,5.88,110.8,59.1
Delhi,Delhi,2018-04-23,566.0,454.0,110.7,10.1,8.5,9.49,0.2,410.2
Delhi,Delhi,2018-04-24,385.5,331.9,36.4,45.0,60.7,6.63,102.1,417.4
West Bengal,Kolkata,2018-04-24,369.8,35.4,19.6,23.7,59.6,1.48,59.0,45.1
Karnataka,Bangalore,2018-04-24,510.8,354.7,100.8,9.8,84.1,1.26,3.2,196.3
Delhi,Delhi,2018-04-25,383.0,491.1,110.5,29.5,86.8,9.82,143.6,236.4
West Bengal,Kolkata,2018-04-25,497.6,111.4,64.8,21.6,33.2,4.4,72.0,350.7
Karnataka,Bangalore,2018-04-25,264.8,370.7,48.2,20.7,23.1,8.11,14.0,247.8
Karnataka,Bangalore,2018-04-26,574.6,97.3,94.3,5.6,30.7,7.07,160.9,458.1
Delhi,Delhi,2018-04-26,386.9,351.9,28.8,2.7,7.6,1.21,98.3,211.5
West Bengal,Kolkata,2018-04-26,231.4,117.4,43.0,12.8,60.1,6.9,48.1,4.2
Karnataka,Bangalore,2018-04-27,511.3,119.6,25.4,4.1,97.2,9.04,120.7,309.4
West Bengal,Kolkata,2018-04-27,152.5,393.5,137.8,16.3,82.4,8.9,47.6,268.7
Delhi,Delhi,2018-04-27,354.8,340.2,137.8,7.1,95.9,7.91,20.2,293.6
Delhi,Delhi,2018-04-28,267.2,185.2,107.0,13.4,80.5,9.77,43.7,203.1
West Bengal,Kolkata,2018-04-28,432.7,443.5,118.8,15.4,40.2,7.93,59.4,460.1
Karnataka,Bangalore,2018-04-28,528.2,426.4,22.5,12.1,76.0,9.22,158.4,237.4
Delhi,Delhi,2018-04-29,212.9,25.1,57.8,15.4,75.2,9.36,123.1,418.4
West Bengal,Kolkata,2018-04-29,241.1,258.6,43.5,24.9,21.6,7.47,75.7,117.1
Karnataka,Bangalore,2018-04-29,588.1,405.2,40.4,6.9,64.3,5.97,162.4,480.8
West Bengal,Kolkata,2018-04-30,215.4,52.7,43.4,46.5,99.8,8.1,59.9,421.2
Karnataka,Bangalore,2018-04-30,307.7,52.7,106.2,42.7,69.5,0.73,63.7,225.8
Delhi,Delhi,2018-04-30,16.6,383.7,10.5,46.6,27.7,4.04,131.3,149.9
Delhi,Delhi,2018-05-01,427.9,215.7,145.2,40.7,11.4,8.55,95.8,102.5
West Bengal,Kolkata,2018-05-01,372.1,453.1,1.4,16.3,57.6,8.93,171.0,32.6
Karnataka,Bangalore,2018-05-01,498.5,471.6,149.4,1.8,26.8,9.96,139.8,144.0
Delhi,Delhi,2018-05-02,464.5,331.6,47.4,10.0,30.8,0.17,180.7,296.0
West Bengal,Kolkata,2018-05-02,368.9,63.7,119.1,23.4,39.8,9.35,162.2,63.7
Karnataka,Bangalore,2018-05-02,463.9,366.3,55.7,2.8,70.4,8.07,82.3,307.8
Karnataka,Bangalore,2018-05-03,142.1,10.9,99.5,46.1,92.7,4.38,61.5,143.2
Delhi,Delhi,2018-05-03,199.6,490.8,111.1,28.3,11.1,5.13,142.6,489.0
West Bengal,Kolkata,2018-05-03,369.0,66.1,103.4,47.4,72.4,6.65,183.5,90.6
Karnataka,Bangalore,2018-05-04,190.7,193.1,39.6,14.6,31.3,1.66,162.7,121.5
West Bengal,Kolkata,2018-05-04,111.7,223.5,14.7,40.2,22.5,9.0,144.8,177.5
Delhi,Delhi,2018-05-04,185.8,352.4,54.5,6.0,45.6,1.02,14.4,156.9
Delhi,Delhi,2018-05-05,236.9,354.7,111.8,46.7,51.0,1.77,79.6,335.3
West Bengal,Kolkata,2018-05-05,271.8,414.7,54.1,16.3,22.2,2.51,96.3,354.9
Karnataka,Bangalore,2018-05-05,365.7,197.2,27.4,15.6,17.8,9.83,146.2,65.0
Delhi,Delhi,2018-05-06,258.3,92.5,140.6,40.3,40.9,0.88,171.3,420.8
West Bengal,Kolkata,2018-05-06,140.6,7.3,125.2,19.9,42.4,8.42,119.9,348.7
Karnataka,Bangalore,2018-05-06,338.1,21.9,52.5,49.3,43.4,1.41,43.8,378.2
West Bengal,Kolkata,2018-05-07,387.5,259.7,5.5,16.2,40.9,2.05,100.0,68.2
Karnataka,Bangalore,2018-05-07,232.5,463.5,68.8,32.0,68.4,3.9,96.6,1.0
Delhi,Delhi,2018-05-07,497.6,86.2,106.3,4.8,97.9,6.72,154.4,169.2
Delhi,Delhi,2018-05-08,365.7,393.4,116.6,30.5,68.4,3.99,99.4,93.8
West Bengal,Kolkata,2018-05-08,122.0,412.5,36.7,49.3,76.8,2.21,189.7,458.3
Karnataka,Bangalore,2018-05-08,577.1,1.2,49.7,47.7,20.1,2.52,167.6,287.4
Delhi,Delhi,2018-05-09,167.0,4.1,7.5,46.3,65.2,8.74,84.5,248.2
West Bengal,Kolkata,2018-05-09,75.0,482.5,45.1,4.7,19.1,1.99,168.5,340.5
Karnataka,Bangalore,2018-05-09,286.7,32.2,113.9,20.0,63.2,6.3,130.1,160.9
Karnataka,Bangalore,2018-05-10,463.8,363.2,22.0,2.0,58.0,0.85,76.7,171.1
Delhi,Delhi,2018-05-10,185.7,66.8,23.6,12.1,87.8,4.82,42.4,256.1
